	SRR8114442	SRR8114443	SRR8114444	SRR8114445	SRR8114446	SRR8114447	SRR8114448	SRR8114449	SRR8114450	SRR8114451	SRR8114452	SRR8114453	SRR8114454	SRR8114455	SRR8114456	SRR8114457	SRR8114458	SRR8114459	SRR8114460	SRR8114461	SRR8114462	SRR8114463
ACAT1	477.717804	487.251678	630.989380	524.034302	485.542114	9.351806	397.307373	650.026489	697.042847	534.652344	688.248596	507.858398	545.037781	452.030426	470.293518	536.477539	709.733398	617.454468	480.758667	31.854519	25.198483	30.419661
ACAT2	449.806122	430.305359	481.439331	441.314758	402.499573	7.604368	394.457703	414.712097	498.395447	477.659943	497.865295	484.808502	480.967102	446.698303	328.771332	463.414001	400.383789	553.251709	463.855957	33.408092	24.716007	30.037146
ACBD3	106.493423	93.427490	85.159111	56.778942	125.041321	4.535465	37.780869	172.614624	126.956184	97.694916	95.560638	67.433510	163.122269	56.052219	95.788017	84.433975	84.503937	138.400543	77.800247	11.656191	11.012418	11.218649
ACBD3-AS1	0.041028	0.041217	0.084796	0.025929	0.026712	0.785905	0.032467	1.046229	0.036549	0.037185	4.783144	0.038680	0.067579	0.010383	0.052589	0.041997	0.051288	0.072793	0.056720	0.085358	0.129570	0.117927
ACBD4	2.309683	16.492682	4.313140	4.903496	8.003821	1.812876	11.212801	8.113828	11.465639	26.505539	11.575703	15.033566	8.947410	16.669140	16.160999	16.758980	31.016499	19.844709	6.764407	3.682486	2.214964	3.061961
ACBD5	16.470016	52.502708	49.728588	15.348922	16.391758	4.285080	26.174103	11.294708	32.917477	15.819575	76.912323	29.616007	44.890392	12.540039	45.922199	29.386211	12.195548	7.663553	63.582485	6.546204	5.668091	7.671190
ACBD6	244.582748	194.614441	183.696411	217.158844	169.372192	6.696009	208.219147	203.842865	203.231522	335.533081	343.049377	193.328613	254.570297	188.760864	212.360016	201.708618	194.224243	337.828827	243.718445	22.431484	16.617079	18.704494
ACBD7	0.226651	0.183903	0.547368	11.420652	0.340603	1.257217	0.480856	0.385968	3.967573	0.612952	0.181313	0.445691	0.049054	0.547068	0.336175	0.295539	0.246976	0.192426	0.127239	0.441224	0.711674	0.475466
ACCS	26.563007	27.626394	11.929333	11.441327	20.265583	3.222454	12.569580	5.683878	15.246126	39.789822	46.327690	22.586599	19.123734	71.377625	52.476616	46.865685	18.139425	21.631056	4.715803	10.133419	6.798134	10.247072
ACD	40.777847	60.967304	51.948681	68.960495	52.701767	3.903269	37.516388	47.559036	52.166641	105.564209	97.395142	53.914917	67.902763	42.960846	119.297630	103.767548	29.640617	56.080585	68.684708	10.020332	9.273129	10.830094
ACE	0.039015	0.050453	0.101069	0.025301	0.073422	0.388789	0.032662	0.053813	7.575620	0.051610	0.039361	0.038334	0.036146	0.156352	0.062843	0.037330	0.162190	0.055490	0.076303	0.291564	0.238126	0.178891
ACE2	0.028307	0.077878	0.085637	0.077708	0.050230	0.559767	0.102559	0.081083	0.192805	0.022589	0.040161	0.622958	0.107863	0.059702	0.050066	0.077533	6.859069	0.112757	0.085317	0.120196	0.094488	0.150916
ACER2	3.028427	0.194858	4.017922	0.301516	0.934722	2.045300	0.526657	0.918299	2.207300	0.129129	0.535437	0.136959	0.274255	0.213850	0.632667	0.112784	27.851250	0.113457	0.446051	0.510964	0.653789	0.613803
ACER3	42.455944	53.244690	85.928452	63.079319	65.470467	6.428693	82.820374	35.529236	83.473846	51.227520	9.853327	105.607658	47.922722	66.850441	51.425175	75.265945	127.308212	10.586982	20.481825	9.633402	8.662026	11.682608
ACHE	0.847059	0.900626	0.361401	0.212326	8.298629	0.958243	0.812591	1.045722	3.328122	0.302001	11.475410	0.151126	0.230217	0.206423	0.292394	0.391015	0.666686	0.243445	0.220495	0.462504	0.936187	0.617349
ACIN1	42.171745	40.105225	37.033543	39.535477	27.804707	4.519765	23.083090	27.212135	37.716122	45.725468	62.180244	33.634434	39.459980	60.632278	95.894409	32.042202	45.636433	20.447506	38.707153	9.567905	7.991511	9.171980
ACKR1	0.030498	0.028895	0.028416	0.026091	0.028560	0.297368	0.028121	0.025786	0.026249	0.028221	0.030472	0.030156	0.030633	0.031703	0.029542	0.029466	0.030099	0.027297	0.029863	0.140854	0.152580	0.142697
ACKR3	0.179688	0.031062	0.063903	0.099976	0.334494	1.018043	7.980042	0.126385	0.030905	0.032311	0.015998	0.096107	0.011688	0.017346	0.042736	0.047750	0.128619	0.024252	0.016065	0.169896	0.398539	0.297034
ACKR4	0.016963	0.038861	0.018297	0.027911	0.015362	0.613273	0.016089	0.031106	0.014729	0.024849	0.029416	0.010419	0.021413	0.028559	0.761125	0.019313	0.028572	0.012512	0.029278	0.147375	0.226403	0.162025
ACLY	97.054947	103.660576	159.911758	141.270554	125.496429	5.900790	166.162872	99.501335	102.836227	141.893280	321.126556	172.225006	160.968430	171.355377	164.417099	196.982040	75.840851	175.816742	180.902985	18.881666	14.075144	17.483929
ACO1	18.451538	47.152771	52.473476	51.726048	45.713303	4.961929	38.796608	46.597885	24.600891	11.371105	28.627840	12.742804	52.706303	93.265648	53.667526	38.458363	63.816669	51.827557	31.731873	10.108649	8.614476	7.124871
ACO2	135.503891	139.428040	183.533661	187.075378	162.170349	6.278682	186.382645	139.562607	190.727173	260.614105	159.748047	198.259079	262.308411	130.255173	216.569916	171.802338	261.449646	236.600372	144.737564	18.376143	13.871387	17.086803
ACOT11	0.093856	0.107431	0.265785	15.471673	0.138137	0.841675	0.286207	0.194690	0.070371	0.238629	0.097176	1.317781	0.052832	0.147941	0.129320	0.134525	0.116433	0.159748	0.088931	0.199394	0.384316	0.326877
ACOT13	336.610138	421.735474	414.850159	412.033966	338.269379	8.231504	343.500183	394.028320	395.593903	429.796387	526.927856	402.244202	517.655762	426.947723	393.035645	462.168945	486.432678	487.085358	457.818115	29.834343	21.466099	26.005522
ACOT7	74.516022	46.782871	91.045181	59.253807	31.262732	5.281946	50.963913	70.027031	86.521912	107.562645	135.563416	82.236778	86.816040	23.833195	97.102448	80.122360	127.047630	70.015480	107.169762	8.572763	6.864354	9.803499
ACOT8	60.164192	95.704102	123.474693	73.178802	66.089417	5.523395	91.179688	65.533684	108.761200	59.513638	106.852226	129.595367	108.121819	108.821213	89.920776	93.987236	53.452843	87.903252	92.278854	16.001606	11.965246	14.178159
ACOT9	121.250221	145.768036	191.011414	82.609169	117.235527	4.286580	85.409904	107.884201	124.361496	128.863678	220.184937	112.838318	114.752579	112.818138	49.205078	124.320938	95.301262	127.590988	161.614166	15.403006	10.852993	13.595276
ACOX1	70.942886	10.181323	66.348969	43.923531	110.004150	5.129328	33.408943	98.553024	40.060532	40.218616	59.717060	77.508759	64.707253	15.459804	53.531429	61.326462	97.512199	55.975216	33.399513	5.525724	7.642287	8.935615
ACOX2	0.040298	0.065962	0.017650	0.017242	0.045018	0.694945	0.018025	0.020490	0.036255	0.014788	0.125940	0.052180	7.465219	0.039405	0.037683	0.060190	0.044469	0.064996	0.193048	0.201193	0.157874	0.146447
ACOX3	5.746975	5.665843	9.023893	41.813404	13.066540	1.156634	5.522284	1.950709	15.712443	47.905018	39.609039	49.108013	33.203659	28.907419	7.773924	18.217091	3.292577	23.029625	54.944275	4.974617	2.853996	3.783466
ACP1	598.658569	603.459534	693.815002	665.370667	597.076660	9.354692	543.868469	659.585083	761.684082	681.855652	691.362549	702.613037	802.330811	593.472656	628.703796	639.335693	608.870911	714.118042	675.735962	38.453991	29.841129	35.974655
ACP2	38.851692	34.145054	9.228992	10.986152	4.840352	3.811085	6.137182	1.985205	42.781403	4.635566	13.843605	27.675957	40.689190	40.936707	28.324223	11.246464	4.466774	17.751408	19.879070	12.048403	8.376885	8.798410
ACP5	0.162555	0.601807	0.484094	0.122575	0.119553	1.082419	0.075199	2.057782	5.497951	0.462371	11.933298	0.139488	0.556487	0.365861	3.393151	0.723117	0.264227	0.472733	0.718952	0.614349	0.621560	0.571651
ACP6	17.635857	21.982239	17.477739	28.611599	23.132557	3.574308	12.098738	7.859760	18.169294	34.072514	41.771008	54.186958	23.813049	32.973183	40.400803	10.147930	19.450869	14.968398	20.206944	6.108333	4.948800	5.948039
ACPP	4.291043	1.460842	2.998817	1.567273	2.906508	1.344744	2.179142	22.207609	1.349875	1.088293	0.283780	3.388494	0.206414	6.062073	2.919491	1.060291	1.083075	1.300757	0.313403	1.726665	2.827043	2.206272
ACRBP	1.410278	0.954030	0.357890	3.964603	2.261073	0.667514	3.225094	0.172605	1.109050	1.223702	0.331730	3.783969	2.702759	10.960024	1.882131	4.504822	0.323108	1.443655	7.043736	2.916311	2.425073	2.121786
ACRV1	0.743792	0.126753	0.097131	0.062523	0.059766	0.396258	0.095534	0.053581	0.063461	0.202398	0.155872	0.146203	0.330444	0.137764	0.116914	5.622976	0.049700	0.115209	0.071311	0.486010	0.502778	1.023509
ACSBG1	0.758455	1.060968	2.467601	1.821965	0.620312	1.825629	1.245907	1.743659	1.881184	1.182874	6.714560	3.775522	0.986510	0.882878	1.707920	10.555235	13.556506	1.100517	0.357337	0.731858	0.600157	1.349916
ACSBG2	0.201070	0.058270	0.129273	0.143081	0.271435	0.494850	3.641157	0.202133	0.085563	0.101672	0.026540	8.790099	0.074777	0.058723	0.037210	0.330147	0.121561	0.068445	0.046814	0.204717	0.315384	0.583636
ACSF2	5.977224	9.100166	17.302361	21.063684	7.043051	1.580836	28.117044	7.314143	34.696224	21.725666	13.983772	9.052434	1.405710	12.378067	8.989797	12.027214	78.445633	32.081280	21.628220	3.835780	2.297298	2.806483
ACSF3	26.335796	20.642939	13.548429	42.297150	30.520472	2.076230	7.223494	30.530384	7.589170	63.089817	39.893959	39.913265	38.333370	28.936132	59.994255	18.175846	35.682480	30.399693	59.939209	4.831955	4.429999	5.208542
ACSL1	66.514572	32.959534	87.207169	110.248390	198.842087	7.778151	130.548035	150.512573	100.313446	116.507767	111.645927	128.563858	134.447220	30.481255	39.274723	68.285355	98.793221	19.826933	34.696140	6.594709	7.465261	9.159167
ACSL3	212.691299	268.069702	218.630066	266.269623	192.217285	7.927943	204.465698	278.458923	210.091827	189.587952	353.135315	251.990479	308.102203	188.771576	234.468704	260.015045	254.735916	246.634003	286.258759	20.928436	17.196594	19.938484
ACSL4	70.545677	15.511552	133.868973	81.150314	122.510887	6.162244	94.919037	56.226837	74.753044	46.028229	99.032257	30.442812	74.554939	88.453392	34.959305	54.027523	72.876724	75.807846	41.311340	11.898355	9.967070	9.517099
ACSL5	31.640976	20.850359	34.216751	63.762802	13.603375	3.183041	24.953047	21.673981	51.988441	23.083218	14.327574	29.462975	31.361288	37.789181	20.605888	16.767799	25.665146	38.054279	36.260906	7.471268	6.008130	5.695523
ACSL6	0.960459	0.990600	0.976103	0.824537	2.063540	1.438007	11.206366	3.322461	0.573649	1.075946	0.450552	3.440566	0.930879	0.371340	0.931246	12.505617	0.976179	0.935473	0.452129	0.785082	1.208914	1.773890
ACSM1	1.493924	26.187317	14.229915	8.882859	2.087556	2.135892	2.500100	8.179197	18.748348	8.873552	8.675401	17.386803	5.448369	8.813800	11.912683	8.059819	3.289722	1.818701	4.850434	2.831385	2.210526	3.029468
ACSM2A	0.022870	0.071158	0.070811	0.074299	0.040031	0.855387	0.105153	0.085242	0.136090	0.012872	0.059661	0.024229	0.070700	0.027501	0.074123	0.033729	8.675615	0.075769	0.065528	0.102047	0.093859	0.091511
ACSM2B	22.758755	23.346897	15.858653	41.043343	17.550543	2.035485	9.606862	9.669422	48.856907	19.911539	23.412861	34.602146	26.895149	24.286234	24.868858	81.016541	22.981304	89.215775	11.259505	6.960314	6.093034	7.907655
ACSM3	647.646362	664.793457	661.968384	731.667358	637.054565	9.669658	607.234802	743.631836	674.373047	804.020508	825.122070	777.854858	756.886536	625.356934	630.502686	799.046570	669.515991	770.389221	615.328552	39.711048	30.892027	38.630283
ACSM5	3.897466	0.173072	0.095818	0.153026	5.232676	0.211517	0.449881	0.523689	0.135525	1.123987	0.317322	0.177791	0.229462	0.300565	0.120835	1.630955	0.207116	4.146252	0.173069	0.729775	1.185054	0.905824
ACSS2	144.225952	52.852486	204.246841	101.174774	104.130424	4.036470	68.164528	110.720901	97.950394	108.841820	130.968719	53.382187	83.193069	78.292381	74.496094	141.277222	126.482941	158.155487	161.026855	13.817913	11.100163	12.731380
ACTA2	14.437134	2.887348	11.741544	10.347378	21.117910	1.061990	9.797989	3.415422	6.340464	15.066609	3.548698	8.516078	3.884654	8.010564	2.496710	9.187754	3.788371	12.559514	3.632709	3.802732	3.668882	3.936807
ACTB	511.473419	421.436737	487.832184	482.240723	469.192169	9.703186	420.071838	552.789429	507.316498	518.534790	513.237610	562.512695	469.622589	427.141998	441.865845	471.713409	478.661346	474.800720	431.925262	32.312313	25.653450	31.365820
ACTC1	14.995306	0.062028	0.185068	0.082374	0.809040	0.722544	0.417191	0.161756	2.405616	0.202393	0.209755	0.155072	0.099543	0.209837	0.118085	0.087336	0.156589	0.090575	0.205547	0.799743	1.324248	0.919343
ACTG1	681.505554	681.407715	695.787964	735.801758	668.720276	8.605602	625.340515	764.049316	838.982300	879.146606	813.493408	767.225525	705.762329	588.824707	669.616272	767.861267	739.784912	842.134705	610.648010	40.372322	30.796177	38.675774
ACTG1P17	1.399965	0.863602	0.317021	0.880039	0.263389	1.229316	0.405053	0.467409	0.168725	0.578206	0.293138	0.160267	0.132892	0.426672	18.867046	0.493030	0.427030	0.101777	0.134861	0.779555	1.752649	1.510559
ACTG1P20	1.079114	4.331559	3.884231	6.352789	8.957117	0.706345	0.713768	8.874285	32.663078	37.740086	47.773781	0.898658	29.085562	10.689151	9.319581	11.206293	4.962802	24.778519	19.357994	2.643229	1.518978	1.236876
ACTL10	0.018731	0.019054	0.022101	0.016633	0.020756	0.255180	0.030068	0.025145	0.017937	0.019231	0.007677	0.667057	0.022452	0.023938	0.010902	0.025548	0.013876	0.019278	0.013866	0.091130	0.113217	0.162366
ACTL6A	737.126404	665.466187	709.501953	662.376343	623.995056	8.993241	573.485535	804.090698	780.455566	824.021545	902.897644	804.044678	782.250610	636.547485	667.607727	749.398804	761.831177	916.201843	741.233337	40.629784	30.682127	37.998333
ACTN1	44.108879	48.238674	126.772949	96.662598	56.021706	4.210946	48.560055	69.995514	79.121231	94.020142	191.489639	78.410927	175.620331	83.789688	81.147179	113.669540	26.573435	171.959625	157.159546	13.390304	9.812853	11.017702
ACTN2	1.238654	1.546173	1.058451	18.580097	0.933169	0.903071	2.212423	0.994945	0.440044	1.412114	1.240201	1.639071	1.068677	1.505345	0.803223	1.427466	1.078817	14.359182	1.661475	1.295860	1.437641	1.053436
ACTN3	0.026847	0.045669	0.072424	0.016224	0.048870	0.306201	0.025344	0.041202	5.157497	0.040448	0.035498	0.032799	0.027982	0.112023	0.040188	0.030455	0.132517	0.050548	0.050516	0.231423	0.174743	0.142246
ACTN4	7.340656	35.075630	13.242777	9.787661	16.608820	2.055096	7.769282	13.789778	5.514311	30.082985	51.532459	22.303789	30.143402	32.754650	11.241486	26.837360	17.104237	16.735518	16.089605	4.946143	3.104683	4.289457
ACTR10	316.811218	410.714600	412.673187	454.479797	379.343201	7.306456	333.870728	549.912720	559.988464	474.093079	460.681366	540.066467	358.838562	377.711853	336.802795	497.360596	481.046478	475.204803	351.143555	26.381994	21.315105	26.736103
ACTR1A	63.164589	42.108177	66.952011	71.658897	66.914703	3.065302	53.140762	57.750519	89.967995	64.364594	155.852371	59.984440	120.681770	28.733986	12.947334	101.446075	33.173809	87.695175	103.276878	8.725874	6.447016	7.615669
ACTR1B	7.840638	27.008030	18.504259	18.813669	2.936508	2.414059	7.628483	22.319040	26.407040	39.522243	40.564217	6.840312	19.767876	28.510084	19.245823	34.938126	3.723286	13.149573	33.829567	6.465081	3.866690	4.341778
ACTR2	719.971924	574.069946	549.157043	616.821777	614.776611	9.103064	601.049561	777.176392	664.705688	738.941956	545.020142	707.839417	516.214783	540.209717	549.085815	642.616760	586.274353	642.737183	464.984467	36.969276	30.830963	37.123711
ACTR3	770.580688	805.785645	827.488525	840.876343	713.119995	10.463338	688.153809	1033.634888	947.418762	902.238770	927.142761	966.012756	812.416138	695.635315	741.977722	986.367188	841.173096	1013.486511	726.177002	41.824772	34.067413	42.030697
ACTR3B	59.257282	48.023743	73.948509	86.777420	72.934044	5.707483	41.310738	53.542892	58.504391	53.753452	143.952423	71.916588	76.019058	16.472008	42.739960	71.842148	81.074699	55.491013	23.826975	6.384919	6.770304	8.635089
ACTR3C	95.031616	38.763729	21.361759	55.850601	58.916424	3.699185	40.385105	51.447739	74.281738	53.465473	70.621338	25.965412	32.340576	45.456261	24.689381	24.972778	145.001373	56.661102	51.141548	8.371293	6.942626	6.449859
ACTR5	12.900075	29.622969	17.785179	6.124331	13.492269	3.000301	15.652111	39.980667	2.917803	19.488880	39.052486	16.619186	21.877230	24.852434	28.811401	13.914822	43.686172	35.075512	10.885176	5.181947	3.924062	4.652619
ACTR6	352.831360	264.109680	340.156189	360.424133	353.873962	10.358835	238.268509	551.277710	348.104218	374.565979	442.906006	299.989868	377.208069	234.478882	258.839355	280.718262	292.766998	340.697876	397.260773	22.772970	19.527462	21.289459
ACTR8	16.254425	37.503044	37.587475	51.725765	25.507898	3.735589	11.796822	26.448404	28.816154	7.843661	84.411270	31.237772	23.956615	6.617580	16.771679	35.250645	31.046175	23.517620	17.173992	3.711531	4.476414	5.496828
ACVR1	61.223320	50.873882	55.227989	32.102047	36.934227	2.351788	8.628522	54.090500	99.302551	57.339722	59.113522	96.036400	22.319912	69.653351	54.141953	50.917652	8.432194	64.977142	32.433678	10.775404	10.532291	12.527685
ACVR1B	0.551493	4.903559	18.396250	1.996192	0.927564	1.388655	1.079293	12.648641	14.091305	1.218339	1.158964	7.580911	0.885586	1.459495	1.522424	2.995328	9.789578	1.435231	0.959158	0.945053	0.911081	1.392214
ACVR1C	9.218527	11.743608	8.960844	11.020116	9.214692	3.741499	22.617002	29.213827	4.951334	11.249866	11.929136	14.669679	8.942973	5.510769	26.297039	21.001429	3.437606	9.342435	3.845186	3.642764	5.165624	5.448667
ACVR2A	12.888497	43.977203	9.830048	11.406611	19.231026	1.849754	9.668353	25.299404	7.272944	14.184867	2.902376	19.925571	9.498274	16.810772	16.390341	7.930115	3.383064	13.593289	6.722396	5.047750	5.623577	4.894579
ACVR2B	27.344908	8.204103	26.412706	26.925997	14.055054	3.718679	55.085331	28.100056	36.442425	15.464394	45.617222	5.510977	20.919413	10.822146	56.710835	47.864010	33.867092	46.597481	68.931137	6.107583	6.198221	5.707696
ACVR2B-AS1	5.802507	0.075154	0.110924	0.113120	0.408021	0.985568	0.418360	0.087477	0.051637	0.137119	0.069577	0.072109	0.082092	0.646842	1.365326	1.063331	0.079397	0.047009	0.049669	1.064347	2.210652	2.071408
ACVRL1	3.532826	4.803201	10.978304	3.530134	8.171951	0.996679	29.411158	6.764790	1.776349	5.921358	0.469675	9.734221	1.939260	15.548223	5.427598	4.120273	1.588220	1.451983	16.700712	3.835046	3.266892	3.430882
ACY1	241.586578	227.118149	266.342377	187.471146	180.180435	6.546008	200.709366	203.364136	231.360565	320.095551	356.516296	205.731018	272.929077	299.248383	280.465912	266.681671	192.508606	269.147522	293.284546	27.226322	19.206530	22.939846
ACYP1	26.979797	41.639500	27.338310	71.632767	49.059387	3.285502	36.870609	24.520182	44.951759	56.231956	63.577450	70.208649	60.932487	58.761246	51.989063	56.946995	25.592987	85.245773	56.273911	9.637316	7.540647	8.343775
ACYP2	8.580300	4.570240	10.985554	14.736735	14.618877	2.212863	13.865938	1.216762	13.511093	12.427895	16.739599	8.015373	8.222031	28.445040	10.549663	14.938159	2.048949	7.088792	10.241760	7.224658	5.569793	5.728671
ADA	70.034714	64.050652	34.282093	36.703274	65.167473	5.051547	68.324341	32.161118	9.596377	41.860615	80.408836	73.784378	74.285599	22.233606	37.610252	71.203575	79.903664	26.440266	24.450275	7.491660	7.058852	10.307056
ADAL	137.785782	136.374695	102.886848	111.199417	112.899025	4.438522	88.332214	167.444138	204.229309	108.935486	121.187271	98.988770	127.211914	43.851730	102.421486	143.202072	241.291168	199.069778	179.588074	11.709794	10.365980	11.967295
