gene_id	SRR8114442	SRR8114443	SRR8114444	SRR8114445	SRR8114446	SRR8114447	SRR8114448	SRR8114449	SRR8114450	SRR8114451	SRR8114452	SRR8114453	SRR8114454	SRR8114455	SRR8114456	SRR8114457	SRR8114458	SRR8114459	SRR8114460	SRR8114461	SRR8114462	SRR8114463
EIF3C	0.53	2.14	3.16	0.04	0.35	0.00	3.10	0.03	0.04	0.04	0.03	6.12	3.20	0.03	0.03	0.04	0.04	0.03	0.04	8.74	0.03	0.03
EIF3CL	114.48	102.86	104.60	103.36	114.03	0.00	99.91	88.91	109.28	126.39	124.57	88.06	145.36	96.03	130.56	120.58	127.21	129.71	98.95	122.60	79.06	142.64
EIF3D	152.77	148.82	191.03	180.60	176.81	1689.19	221.33	130.94	152.42	154.64	260.04	179.42	193.02	220.53	169.47	161.42	121.60	132.39	181.71	158.43	178.47	223.25
EIF3E	1105.28	1276.80	738.73	919.58	1183.17	0.00	1129.04	1049.06	848.61	977.17	799.27	863.57	809.98	739.92	854.26	969.87	823.87	1194.54	1071.60	1092.58	787.48	764.69
EIF3F	275.30	315.21	222.61	267.93	216.17	0.00	246.10	216.70	272.89	248.69	345.69	314.61	307.87	331.88	470.07	195.24	270.27	216.65	372.23	349.14	172.73	191.19
EIF3G	133.84	141.76	192.90	151.67	131.91	0.00	184.29	98.59	149.79	151.89	223.01	147.84	186.13	152.95	163.09	142.21	128.26	159.02	188.57	143.27	74.28	108.86
EIF3H	539.75	582.22	561.11	503.99	554.78	442.89	629.42	609.10	518.43	516.59	576.77	487.82	441.42	533.23	436.14	579.30	640.22	551.69	656.37	649.89	554.13	513.26
EIF3I	299.99	305.55	363.63	276.32	352.11	0.00	294.35	262.60	339.95	350.49	511.43	349.40	447.07	434.97	401.57	348.75	369.99	318.93	444.73	311.04	526.58	551.26
EIF3IP1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EIF3J	152.02	114.88	93.48	190.69	131.39	0.00	246.55	247.53	158.66	170.47	122.55	109.90	118.18	117.11	207.38	157.53	159.58	145.23	132.31	154.92	163.60	139.45
EIF3J-AS1	16.48	11.47	39.06	28.97	25.25	0.00	21.85	22.78	31.67	35.25	19.33	33.74	19.02	39.40	19.48	28.36	26.22	5.87	34.14	15.06	26.38	21.43
EIF3K	426.52	408.89	527.96	499.47	365.80	729.46	471.28	377.07	469.43	557.26	611.25	518.81	619.52	608.26	419.72	515.22	510.26	421.54	583.72	656.93	710.46	650.64
EIF3L	196.60	181.57	204.64	156.51	173.37	0.00	142.17	146.97	171.71	161.08	260.93	173.29	191.42	228.43	228.16	188.46	199.14	126.74	219.10	268.36	146.12	144.63
EIF3M	916.30	916.97	949.36	768.88	772.31	0.00	637.65	955.94	821.84	680.65	614.53	654.37	660.14	637.20	711.54	555.98	870.04	806.14	810.08	716.58	679.40	532.71
EIF4A1	197.31	181.88	239.61	189.91	140.92	0.00	192.34	130.60	174.59	194.45	272.64	217.64	188.21	192.65	239.13	206.00	234.92	204.90	187.04	252.24	175.44	176.39
EIF4A2	358.60	366.53	423.04	286.37	328.74	290.81	329.38	426.44	243.21	290.48	285.58	366.33	340.00	329.25	374.48	293.13	291.00	243.98	325.05	455.37	147.00	139.71
EIF4A3	146.91	133.57	167.00	139.49	99.62	0.00	100.67	151.23	210.83	134.78	228.28	138.72	190.93	184.91	150.81	141.61	133.01	140.56	140.75	238.05	198.22	180.15
EIF4B	53.96	62.29	74.49	53.02	61.69	135.70	54.74	72.34	47.11	71.01	56.35	42.88	66.13	62.04	66.24	70.90	50.61	71.65	51.42	63.31	19.32	25.47
EIF4E	43.13	36.14	32.31	43.18	48.34	103.35	34.54	48.80	35.44	35.23	29.81	28.35	26.30	32.13	33.33	34.41	28.91	40.46	32.49	45.23	60.59	52.65
EIF4E1B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EIF4E2	55.29	47.22	62.99	67.32	33.74	0.00	31.77	46.07	56.65	83.14	86.62	68.76	69.61	80.09	55.02	65.87	34.45	80.47	99.31	143.49	65.50	74.60
EIF4E3	1.80	0.00	0.73	3.20	0.22	0.00	2.74	2.97	2.49	0.18	2.00	0.74	4.13	3.70	2.62	0.58	0.00	2.05	0.00	0.94	3.63	3.78
EIF4EBP1	220.29	245.75	222.32	332.76	207.88	1370.61	211.87	202.00	297.59	343.72	360.14	273.69	327.33	371.96	299.21	416.43	316.73	341.18	242.05	245.97	469.88	543.43
EIF4EBP2	3.95	5.22	6.97	7.35	6.71	0.00	3.37	5.61	6.01	7.73	13.76	8.34	9.95	12.54	5.91	8.57	0.30	0.48	8.93	2.58	9.94	17.46
EIF4EBP3	5.95	0.00	6.99	0.00	4.88	0.00	12.04	1.14	2.24	0.00	5.64	4.77	5.95	13.04	6.16	2.77	8.87	0.00	0.00	0.00	1.47	0.07
EIF4ENIF1	0.82	6.72	13.68	5.41	8.40	0.00	2.13	3.77	1.12	5.25	5.88	6.47	8.25	4.86	1.82	4.20	9.22	0.00	9.27	0.57	2.67	3.15
EIF4G1	10.26	5.04	11.89	8.50	4.38	0.00	6.48	7.24	9.26	9.96	7.18	10.67	14.28	2.55	8.95	6.67	6.08	5.37	4.47	1.14	2.43	4.20
EIF4G2	177.29	162.61	175.14	174.66	165.86	140.84	136.71	194.12	201.07	160.75	136.63	140.12	125.61	101.32	160.23	133.46	128.77	153.37	141.43	172.80	84.52	135.68
EIF4G3	9.27	5.96	4.38	2.39	3.24	0.00	5.93	7.85	7.22	9.95	7.29	6.39	6.89	5.72	2.93	3.03	4.92	7.08	10.80	3.37	3.05	3.44
EIF4H	78.79	74.92	76.03	83.66	69.22	218.20	65.31	58.98	62.03	78.20	59.07	95.31	50.73	64.50	72.28	88.55	85.98	87.51	36.36	82.64	44.77	78.85
EIF5	134.56	96.87	131.36	97.76	95.94	0.00	71.72	123.08	122.81	113.04	105.80	93.98	92.81	79.56	102.74	119.94	143.05	142.07	101.45	137.21	73.88	79.00
EIF5A	283.64	250.62	287.19	303.47	347.68	2700.95	269.04	317.78	316.98	412.42	308.19	294.46	351.98	321.61	335.45	337.02	244.17	342.78	313.53	289.74	347.65	477.90
EIF5A2	3.00	8.76	4.90	10.83	6.96	0.00	7.05	4.19	4.45	11.17	12.54	4.43	3.81	2.69	10.36	4.53	3.86	0.66	3.98	8.30	7.51	8.00
EIF5AL1	0.09	0.24	0.00	0.20	0.13	0.00	0.15	0.22	0.08	0.00	0.27	0.32	0.13	0.09	0.08	0.20	0.21	0.31	0.41	0.08	0.25	0.12
EIF5B	53.79	32.18	53.90	70.11	67.64	113.25	64.02	59.63	55.13	58.24	68.93	49.14	45.86	45.54	53.23	47.39	50.71	69.28	70.90	31.16	53.66	54.50
EIF6	309.19	235.01	317.93	246.20	257.14	0.00	270.03	232.04	301.64	287.20	518.92	318.57	385.19	252.08	343.21	308.45	272.96	245.45	270.24	370.03	487.58	496.24
EIPR1	11.78	0.00	16.06	5.57	11.40	0.00	7.44	10.13	11.76	15.75	15.35	24.96	15.48	12.52	23.18	9.89	17.29	21.14	5.88	12.53	25.29	26.97
ELAC1	3.52	5.14	0.00	1.83	1.04	0.00	3.35	0.00	0.00	3.88	3.89	2.85	0.62	0.00	3.32	2.60	6.68	6.57	14.87	0.00	4.07	1.70
ELAC2	7.16	7.40	7.58	0.89	0.74	0.00	3.45	3.44	8.39	1.49	3.60	3.32	5.23	0.70	2.80	2.33	5.06	3.01	0.40	4.14	3.39	6.96
ELANE	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELAVL1	11.17	13.73	18.12	15.18	16.80	87.40	16.64	17.48	19.53	15.85	21.81	15.64	18.62	10.93	23.96	19.08	14.35	27.40	13.80	17.22	9.04	23.67
ELAVL2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELAVL3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELAVL4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELDR	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELF1	17.12	29.19	19.68	15.49	20.05	143.09	24.58	28.51	28.18	17.90	14.68	11.25	18.51	35.88	17.34	20.59	27.81	15.02	19.82	10.21	21.24	22.80
ELF2	8.78	19.00	6.59	13.78	11.54	0.00	17.17	10.01	12.57	7.18	10.31	10.64	9.41	16.53	11.46	4.62	2.23	10.65	5.64	13.41	15.73	16.81
ELF3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELF3-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.05	0.00	0.00	0.00	0.00	0.00
ELF4	6.94	10.13	3.03	3.82	2.23	0.00	1.79	6.08	5.85	2.35	7.15	6.51	2.97	0.94	4.06	1.35	5.63	7.02	4.87	12.32	1.30	1.61
ELF5	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.01	0.00	0.00	0.00	0.00	0.00
ELFN1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELFN1-AS1	29.51	17.87	18.52	18.51	4.64	0.00	16.00	19.68	21.72	25.93	15.41	12.99	18.41	10.84	28.18	44.39	18.26	19.39	12.55	5.13	11.00	31.80
ELFN2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELK1	0.34	1.74	1.03	2.38	0.23	0.00	0.53	0.40	0.14	0.61	6.21	0.00	0.45	4.82	0.30	4.13	0.00	0.00	0.74	0.00	0.45	1.25
ELK2AP	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELK3	0.24	0.00	0.00	2.60	2.33	0.00	4.99	1.41	0.65	2.89	0.32	3.37	0.46	0.46	0.00	0.56	0.00	0.75	0.00	0.00	0.21	1.08
ELK4	0.80	0.14	0.00	2.28	1.16	0.00	4.35	2.03	1.39	0.55	2.52	0.15	1.79	0.64	1.31	5.45	0.77	0.00	2.74	0.51	1.19	1.54
ELL	1.25	0.00	0.25	0.99	1.36	0.00	0.13	0.88	1.01	1.55	0.94	1.41	0.67	0.48	0.00	1.39	0.00	0.46	3.67	3.08	0.00	0.21
ELL2	1.43	4.82	4.07	7.04	4.64	0.00	0.95	2.40	1.56	5.48	1.24	4.51	2.67	0.37	1.59	2.82	5.42	1.63	5.22	4.36	1.17	2.57
ELL3	0.81	1.88	0.00	2.11	0.88	0.00	0.00	0.00	2.24	5.21	0.92	0.00	0.00	0.00	0.00	0.00	11.17	3.93	0.00	0.00	0.86	1.60
ELMO1	1.41	3.98	2.29	1.40	2.36	0.00	2.92	0.00	1.60	1.27	3.17	3.10	0.00	0.00	4.53	1.16	1.72	0.00	0.43	0.06	0.51	1.03
ELMO1-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELMO2	4.51	5.29	4.22	3.63	8.09	0.00	6.68	2.89	12.32	1.70	2.12	7.94	0.00	8.14	2.12	6.98	5.57	9.03	3.70	4.83	1.34	5.37
ELMO3	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.46	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.15	4.19	0.00	0.00	0.17
ELMOD1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.83	0.00	0.00	0.00	0.00	0.00	0.00
ELMOD2	10.37	16.04	6.96	12.18	11.98	0.00	5.93	27.92	23.62	8.07	7.27	11.62	13.08	8.82	12.87	11.73	8.18	3.09	14.56	2.80	11.09	16.17
ELMOD3	0.00	1.18	1.36	4.42	4.92	0.00	0.82	0.00	6.10	0.97	0.00	0.25	1.80	2.00	0.59	0.58	1.57	4.35	6.67	3.74	1.39	1.62
ELMSAN1	0.64	1.38	0.89	1.12	1.05	0.00	1.34	0.66	0.98	0.72	0.24	0.22	1.21	0.25	1.08	0.21	0.30	0.05	2.18	1.04	0.34	0.37
ELN	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELOA	15.51	11.67	7.32	9.06	8.75	0.00	9.26	10.27	8.02	4.72	12.46	7.62	12.21	1.27	7.56	4.18	9.85	13.19	14.48	6.02	13.26	14.05
ELOA-AS1	31.73	40.19	5.76	23.50	15.27	0.00	8.97	19.19	17.74	40.70	36.01	39.73	36.93	9.89	25.12	36.26	59.66	24.24	32.77	7.51	57.38	56.49
ELOA2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELOA3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELOA3B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELOA3C	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELOA3D	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELOB	120.54	143.62	190.20	251.53	127.85	0.00	192.46	125.25	193.77	196.93	229.48	217.64	245.27	268.83	236.26	227.05	146.39	176.19	242.86	221.44	178.28	129.63
ELOC	47.64	64.83	78.46	91.07	73.26	294.09	65.54	82.02	71.67	73.86	85.74	46.14	63.50	49.93	59.28	103.86	72.58	77.64	70.17	129.38	94.72	62.99
ELOF1	49.31	42.62	42.10	38.55	45.95	566.12	51.67	37.73	44.78	31.82	70.12	52.92	55.52	92.49	105.79	49.97	65.21	37.92	39.21	50.96	55.72	65.70
ELOVL1	27.43	26.80	37.47	12.37	31.97	0.00	16.67	16.95	17.05	27.34	21.21	25.31	18.73	41.95	34.97	14.05	28.97	26.58	21.63	60.04	20.00	42.39
ELOVL2	0.00	1.38	0.00	0.09	0.11	0.00	0.00	0.00	0.27	0.00	0.00	0.07	0.00	0.24	0.00	0.10	0.00	0.09	0.00	0.07	0.66	0.91
ELOVL2-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELOVL3	2.72	0.00	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.34	0.00	0.00	0.00	0.00	6.81	0.00	0.00	0.66	0.92
ELOVL4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELOVL5	50.70	40.75	55.60	75.37	73.78	0.00	54.08	61.90	79.35	61.22	50.44	73.57	64.78	54.24	83.27	48.68	43.43	38.48	42.51	61.23	58.62	55.84
ELOVL6	10.35	0.00	1.88	4.94	1.15	0.00	2.88	6.24	11.35	2.86	4.47	7.07	2.85	3.53	5.47	11.92	5.34	8.53	3.04	3.67	12.09	15.13
ELOVL7	1.31	4.41	0.00	4.09	0.00	0.00	6.02	1.14	0.14	4.44	1.73	0.00	2.01	0.00	2.42	2.02	0.00	2.31	0.00	0.08	3.49	2.27
ELP1	8.02	11.05	8.64	12.56	14.19	0.00	9.46	8.26	7.38	17.04	7.69	4.60	9.22	6.36	0.00	7.29	9.64	8.69	12.53	3.23	5.51	5.62
ELP2	43.35	50.26	34.76	36.44	37.38	0.00	40.53	51.47	49.47	38.71	37.11	35.59	41.01	20.87	14.32	20.43	68.10	31.71	17.79	53.16	37.19	37.01
ELP3	33.65	35.77	53.88	23.92	27.65	178.55	33.47	41.11	43.84	47.92	27.45	23.72	6.63	29.99	44.31	39.12	54.09	20.26	23.38	48.33	26.47	37.33
ELP4	55.00	63.71	42.29	35.49	66.22	0.00	75.57	74.20	70.53	58.45	37.97	57.16	47.54	106.47	43.50	64.85	48.22	62.03	77.45	75.52	68.26	64.74
ELP5	41.81	67.98	42.42	27.92	44.27	0.00	58.76	31.93	47.67	65.56	82.08	44.44	62.72	51.75	44.21	38.83	63.61	42.86	60.62	64.06	22.36	42.51
ELP6	38.90	26.98	28.66	21.28	23.50	0.00	24.95	22.22	41.67	47.28	58.98	23.90	34.87	52.11	14.63	27.00	28.80	53.23	42.71	43.87	34.76	38.68
ELSPBP1	0.00	0.00	0.00	2.59	0.00	0.00	0.00	3.62	0.00	0.00	0.00	0.00	1.83	0.00	3.07	0.00	0.00	0.00	0.00	0.00	0.91	1.26
EMB	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMBP1	0.08	4.49	5.27	3.61	2.15	0.00	0.00	0.84	0.19	0.00	0.00	11.36	2.13	0.00	0.00	0.00	11.80	0.00	0.00	0.00	1.05	0.98
EMC1	3.26	2.01	3.65	2.62	5.47	0.00	1.57	2.43	3.47	3.61	2.59	2.15	1.56	4.79	1.79	3.69	6.06	5.52	5.10	9.37	2.67	7.48
EMC10	0.32	0.21	0.00	1.75	0.47	0.00	0.00	0.57	0.66	0.00	0.91	0.14	0.65	0.92	0.15	1.49	0.74	0.00	0.00	0.87	0.00	0.00
EMC2	64.59	28.60	36.65	22.96	39.86	0.00	30.72	35.58	51.42	33.35	24.23	23.63	36.51	61.47	43.72	36.81	61.32	27.56	41.69	25.93	42.57	45.40
EMC3	74.82	78.92	66.12	70.02	61.25	0.00	51.86	64.83	77.55	76.36	95.31	69.83	60.95	85.57	54.74	77.09	97.02	59.54	84.25	78.38	96.01	95.70
EMC3-AS1	0.78	1.56	3.48	1.39	1.55	0.00	1.22	0.13	1.16	2.21	0.80	1.62	3.16	1.24	1.48	1.90	3.59	1.88	2.35	1.86	1.51	2.19
EMC4	258.08	249.37	314.46	367.72	356.09	0.00	325.74	394.23	323.75	276.89	298.72	250.02	320.67	419.21	317.95	285.45	316.59	270.70	262.48	292.92	328.80	246.24
EMC6	38.84	28.56	56.70	40.81	39.21	0.00	28.74	29.96	37.30	33.45	43.19	42.92	52.50	53.87	47.23	39.31	30.00	49.17	55.36	48.54	33.13	35.53
EMC7	121.78	126.84	92.36	124.92	120.35	0.00	143.60	114.43	161.30	120.99	115.92	133.37	122.31	102.91	117.79	131.50	135.20	187.36	83.94	119.30	74.68	81.09
EMC8	14.71	33.25	25.97	19.41	17.29	0.00	23.94	15.07	20.19	18.02	37.70	36.04	38.17	42.17	35.90	27.63	12.07	30.68	34.25	33.85	35.89	40.11
EMC9	5.75	2.63	1.97	12.46	16.16	0.00	23.86	4.17	6.45	17.84	9.70	20.02	13.53	6.31	25.61	8.54	12.56	15.75	21.78	10.42	26.61	34.61
EMCN	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMD	2.37	4.42	4.29	6.86	1.79	0.00	3.30	4.36	3.43	8.02	11.15	3.79	7.10	4.78	6.18	8.13	3.02	6.38	3.49	2.85	3.50	7.15
EME1	11.86	25.37	12.67	17.76	5.70	0.00	18.87	7.81	10.18	20.62	12.16	12.05	8.62	0.75	3.70	16.60	4.37	12.83	9.61	12.26	9.66	12.98
EME2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMG1	69.76	57.20	77.12	61.24	34.30	0.00	15.24	45.20	54.17	76.63	91.87	53.66	66.97	59.12	57.29	63.14	39.88	31.05	33.89	63.33	131.27	95.17
EMID1	2.43	5.45	1.44	3.53	2.22	0.00	1.53	2.50	1.85	3.02	5.51	3.44	4.16	2.48	3.37	6.63	0.75	5.18	1.80	3.95	0.43	1.20
EMILIN1	0.26	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11
EMILIN2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.94	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.37	0.00	0.00	0.72
EMILIN3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.32	0.04	0.00	0.00	0.00	0.00	0.00	0.00
EML1	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EML2	0.00	3.17	3.34	0.94	1.42	0.00	1.08	0.35	4.09	3.81	2.93	1.91	2.80	0.17	0.00	1.35	7.56	4.49	0.00	0.31	0.00	3.42
EML2-AS1	2.08	2.57	0.00	1.09	0.00	0.00	0.65	0.00	0.68	2.26	3.77	1.06	2.81	1.19	0.00	0.00	0.00	3.31	0.00	2.26	0.00	2.88
EML3	0.00	0.00	0.32	0.56	0.00	0.00	1.17	1.96	1.01	2.72	0.88	1.67	0.84	0.10	0.68	0.91	0.49	0.35	0.24	0.09	0.00	0.93
EML4	11.89	2.39	10.89	9.79	0.81	0.00	6.46	10.66	11.14	4.65	4.89	13.34	5.24	10.90	11.21	5.34	10.57	1.65	8.32	6.02	4.77	6.57
EML5	0.00	0.06	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.06
EML6	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMP1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMP2	1.53	2.80	3.22	2.84	2.61	0.00	0.70	0.90	1.35	3.78	4.68	2.76	2.50	0.97	1.90	1.85	6.60	2.46	2.26	0.00	1.36	1.18
EMP3	264.87	230.11	260.33	289.18	205.40	953.91	237.94	204.30	364.54	285.24	327.82	320.68	312.20	479.65	414.08	353.69	196.56	284.74	306.89	324.33	286.44	306.26
EMSY	3.13	2.80	0.57	1.26	0.46	0.00	1.06	2.17	1.85	0.90	0.27	0.04	0.59	1.52	0.09	2.07	5.65	0.80	0.11	4.23	0.64	1.37
EMX1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMX2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMX2OS	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EN1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.00	0.00	1.57	0.00	0.00	1.03	0.00	0.28
EN2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENAH	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.22	0.00	0.00	0.00
ENAM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENC1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	1.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENDOD1	6.04	6.79	4.00	0.54	0.58	0.00	2.45	0.84	1.04	1.56	1.20	1.02	1.05	0.00	1.93	2.35	0.00	0.63	3.30	0.00	1.32	2.98
ENDOG	21.71	24.94	31.30	33.73	20.75	0.00	14.02	11.93	10.98	31.50	33.86	31.69	30.44	34.29	37.91	26.53	28.11	31.64	22.04	17.80	14.53	23.80
ENDOU	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENDOV	0.59	0.00	0.44	1.29	1.87	0.00	1.86	2.14	0.37	1.01	5.04	3.07	4.64	6.90	0.81	1.77	0.68	0.00	0.62	3.53	7.19	3.57
ENG	0.00	0.00	0.00	0.00	0.66	0.00	1.70	0.00	4.32	1.22	5.11	0.10	1.46	0.00	3.05	0.03	5.82	0.40	1.87	1.31	0.00	0.00
ENGASE	0.30	0.00	0.00	0.48	0.81	0.00	0.81	0.53	0.48	0.88	0.00	0.06	1.50	0.07	1.48	1.50	0.00	1.55	0.00	0.00	0.40	0.37
ENHO	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENKD1	1.26	0.00	0.37	0.55	2.72	0.00	0.39	0.00	3.07	0.00	0.63	1.92	1.36	0.00	1.59	2.08	0.00	0.00	1.11	0.00	0.00	0.62
ENKUR	0.00	0.00	0.00	2.97	0.00	0.00	0.00	0.00	0.58	0.30	0.00	3.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22
ENO1	1696.31	1452.44	1710.23	1223.39	1060.19	1746.09	1357.78	1163.00	1613.98	1579.27	2005.15	1567.42	1789.88	1592.56	1461.30	1349.56	1459.57	1940.56	1320.47	1619.45	2262.36	2784.19
ENO1-AS1	19.75	34.02	4.19	8.18	3.85	0.00	5.89	0.00	10.73	1.59	0.00	0.00	3.81	0.90	6.80	3.20	30.26	0.00	4.16	0.00	5.01	1.16
